StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,Description,ProductCategory,CommercialProduct,RevenueShare
15056n,2259.44,180,121,116,EDWARDIAN PARASOL NATURAL,Merchandise,True,0.010809254364077906
23128,2258.66,448,139,139,FELTCRAFT BOY JEAN-PAUL KIT,Merchandise,True,0.01080552281183311
22716,2254.7,5318,459,447,CARD CIRCUS PARADE,Merchandise,True,0.010786578008128763
84469,2249.41,664,44,44,ROSE DES PADDED FLOOR CUSHION,Merchandise,True,0.010761270429442908
21398,2242.41,2299,129,126,RED POLKADOT COFFEE  MUG,Merchandise,True,0.010727782140066538
23093,2239.2400000000002,939,142,142,SMALL PARISIENNE HEART PHOTO FRAME ,Merchandise,True,0.010712616729020383
23326,2237.08,3442,76,76,HANGING MINI COLOURED BOTTLES,Merchandise,True,0.010702283199727101
21681,2234.81,233,80,79,GIANT MEDINA STAMPED METAL BOWL ,Merchandise,True,0.010691423425886479
22920,2234.21,3521,269,252,HERB MARKER BASIL,Merchandise,True,0.01068855300108279
51014L,2232.5499999999997,3457,228,226,"FEATHER PEN,LIGHT PINK",Merchandise,True,0.01068061149245925
22824,2225.8500000000004,63,50,48,3 TIER SWEETHEART GARDEN SHELF,Merchandise,True,0.010648558415484727
84691,2225.5,2747,236,235,PACK 20 DOLLY PEGS,Merchandise,True,0.010646884001015907
23079,2225.45,251,107,106,TOADSTOOL BEDSIDE LIGHT ,Merchandise,True,0.010646644798948932
22074,2224.59,2161,295,287,6 RIBBONS SHIMMERING PINKS ,Merchandise,True,0.01064253052339698
22514,2223.92,1092,236,233,CHILDS GARDEN SPADE BLUE,Merchandise,True,0.010639325215699528
22069,2221.78,984,278,267,BROWN  PIRATE TREASURE CHEST ,Merchandise,True,0.010629087367233036
21476,2219.5099999999998,142,85,85,STEEL SWEETHEART ROUND TABLE CREAM,Merchandise,True,0.010618227593392413
23501,2217.87,1821,114,112,KEY RING BASEBALL BOOT UNION JACK,Merchandise,True,0.010610381765595664
20770,2215.81,1055,209,201,ABSTRACT CIRCLE JOURNAL ,Merchandise,True,0.010600526640436331
21620,2210.48,1088,228,222,SET OF 4 ROSE BOTANICAL CANDLES,Merchandise,True,0.010575027700096896
22711,2210.34,5377,181,181,WRAP CIRCUS PARADE,Merchandise,True,0.010574357934309369
23438,2209.92,1809,109,109, RED SPOT GIFT BAG LARGE,Merchandise,True,0.010572348636946787
22853,2208.82,646,147,146,CAT BOWL VINTAGE CREAM,Merchandise,True,0.010567086191473358
23403,2204.11,625,135,134,LETTER HOLDER HOME SWEET HOME,Merchandise,True,0.0105445533567644
22286,2200.75,1937,195,195,"DECORATION , WOBBLY RABBIT , METAL ",Merchandise,True,0.010528478977863742
85039B,2200.0499999999997,1666,274,266,S/4 IVORY MINI ROSE CANDLE IN BOWL,Merchandise,True,0.010525130148926103
17084R,2198.85,12065,67,66,ASSORTED INCENSE PACK,Merchandise,True,0.010519389299318727
22338,2197.35,6150,278,264,STAR DECORATION PAINTED ZINC ,Merchandise,True,0.010512213237309505
21774,2196.2599999999998,1744,381,368,DECORATIVE CATS BATHROOM BOTTLE,Merchandise,True,0.010506998632249468
21617,2195.01,850,175,169,4 LILY  BOTANICAL DINNER CANDLES,Merchandise,True,0.01050101858057512
21195,2194.2000000000003,1017,156,150,PINK  HONEYCOMB PAPER BALL ,Merchandise,True,0.01049714350709014
23020,2191.84,180,76,76,GLASS  SONGBIRD STORAGE JAR,Merchandise,True,0.010485853169528964
22182,2190.13,569,178,172,CAKE STAND VICTORIAN FILIGREE SMALL,Merchandise,True,0.010477672458838449
21611,2182.19,750,151,148,SET OF 12 LILY BOTANICAL T-LIGHTS,Merchandise,True,0.010439687170602967
23302,2181.42,1536,233,230,KNEELING MAT HOUSEWORK  DESIGN,Merchandise,True,0.010436003458771567
22913,2179.39,462,131,122,RED COAT RACK PARIS FASHION,Merchandise,True,0.010426291854852417
22714,2174.73,5315,364,359,CARD BIRTHDAY COWBOY,Merchandise,True,0.010403998222210435
22932,2169.93,963,75,72,BAKING MOULD TOFFEE CUP CHOCOLATE,Merchandise,True,0.010381034823780923
21421,2163.23,1807,110,105,PORCELAIN ROSE LARGE ,Merchandise,True,0.010348981746806398
85216,2162.02,2861,189,187,ASSORTED CAKES FRIDGE MAGNETS,Merchandise,True,0.010343193056785625
21643,2161.81,1536,210,204,ASSORTED TUTTI FRUTTI MIRROR,Merchandise,True,0.010342188408104334
22708,2161.5,5375,161,159,WRAP DOLLY GIRL,Merchandise,True,0.010340705355289095
23445,2161.24,2668,102,101,ICE CREAM BUBBLES,Merchandise,True,0.01033946150454083
21291,2161.11,2506,160,153,SMALL POLKADOT CHOCOLATE GIFT BAG ,Merchandise,True,0.010338839579166698
22515,2159.18,1056,215,208,CHILDS GARDEN SPADE PINK,Merchandise,True,0.010329606379381498
22677,2158.09,1589,284,280,FRENCH BLUE METAL DOOR SIGN 2,Merchandise,True,0.010324391774321465
21905,2157.87,1623,266,263,MORE BUTTER METAL SIGN ,Merchandise,True,0.010323339285226777
20764,2153.51,690,199,193,ABSTRACT CIRCLES SKETCHBOOK ,Merchandise,True,0.01030248086498664
85103,2153.43,317,87,87,SILVER T-LIGHT SETTING,Merchandise,True,0.01030209814167948
22802,2153.1,120,67,62,FAUX FUR CHOCOLATE THROW,Merchandise,True,0.010300519408037452
22931,2152.75,900,135,129,BAKING MOULD HEART WHITE CHOCOLATE,Merchandise,True,0.010298844993568633
23031,2152.3,1278,155,155,DRAWER KNOB CRACKLE GLAZE PINK,Merchandise,True,0.010296692174965868
23370,2151.6,1550,153,151,SET 36 COLOURING PENCILS DOILY,Merchandise,True,0.010293343346028229
21359,2150.48,209,76,73,RELAX LARGE WOOD LETTERS,Merchandise,True,0.010287985219728011
22695,2145.87,1500,244,225,WICKER WREATH SMALL,Merchandise,True,0.010265930789153
23161,2145.3,1715,98,98,REGENCY CAKE FORK,Merchandise,True,0.010263203885589498
23213,2138.42,1682,155,152,STAR WREATH DECORATION WITH BELL,Merchandise,True,0.010230289681173866
23066,2137.81,259,85,85,SMALL DECO JEWELLERY STAND,Merchandise,True,0.01022737141595678
84670,2128.72,5196,189,182,JAPANESE CROCHETED ANIMAL,Merchandise,True,0.010183884480180894
23005,2126.55,4733,244,241,TRAVEL CARD WALLET I LOVE LONDON,Merchandise,True,0.01017350311047422
22308,2115.41,683,218,214,TEA COSY BLUE STRIPE,Merchandise,True,0.010120208889952397
85099b,2111.64,419,25,25,JUMBO BAG RED RETROSPOT,Merchandise,True,0.010102173054102551
23046,2111.4900000000002,349,36,36,PAPER LANTERN 9 POINT DELUXE STAR,Merchandise,True,0.010101455447901631
72799F,2110.11,1134,111,102,IVORY PILLAR CANDLE GOLD FLOCK,Merchandise,True,0.010094853470853146
21070,2108.5,2050,236,229,VINTAGE BILLBOARD MUG ,Merchandise,True,0.01008715116429658
22279,2108.37,1443,218,214,POCKET BAG BLUE PAISLEY RED SPOT,Merchandise,True,0.010086529238922448
23251,2105.75,1712,120,120,VINTAGE RED ENAMEL TRIM MUG ,Merchandise,True,0.010073995050613006
22859,2105.67,1260,171,165,EASTER TIN BUNNY BOUQUET,Merchandise,True,0.010073612327305848
23233,2105.5,5175,159,158,WRAP POPPIES  DESIGN,Merchandise,True,0.010072799040278137
84854,2104.2200000000003,386,112,110,GIRLY PINK TOOL SET,Merchandise,True,0.010066675467363602
21865,2102.46,902,306,297,PINK UNION JACK  PASSPORT COVER ,Merchandise,True,0.010058255554606113
84676,2102.46,848,110,110,BATH DUCK WATERING CAN,Merchandise,True,0.010058255554606113
22023,2101.18,5028,438,430,EMPIRE BIRTHDAY CARD,Merchandise,True,0.010052131981691576
40018F,2100.33,1092,119,117,CHERRY DESIGN PAPERLANTERNS,Merchandise,True,0.010048065546553017
22832,2097.65,191,87,85,BROCANTE SHELF WITH HOOKS,Merchandise,True,0.010035244315763206
22996,2094.93,4801,415,408,TRAVEL CARD WALLET VINTAGE TICKET,Merchandise,True,0.010022231723319817
23315,2094.24,213,86,86,IVORY REFECTORY CLOCK,Merchandise,True,0.010018930734795574
79323S,2084.32,334,56,56, SILVER CHERRY LIGHTS,Merchandise,True,0.009971473044707921
23152,2080.65,554,160,159,IVORY SWEETHEART WIRE LETTER RACK ,Merchandise,True,0.009953915612992022
85049H,2079.69,2075,342,334,URBAN BLACK RIBBONS ,Merchandise,True,0.009949322933306122
22928,2077.02,301,121,118,YELLOW GIANT GARDEN THERMOMETER,Merchandise,True,0.009936549542929706
21619,2076.64,1132,214,212,4 VANILLA BOTANICAL CANDLES,Merchandise,True,0.009934731607220701
21803,2074.56,4780,341,322,CHRISTMAS TREE STAR DECORATION,Merchandise,True,0.00992478080123458
84796A,2072.9500000000003,284,111,111,PINK HAWAIIAN PICNIC HAMPER FOR 2,Merchandise,True,0.009917078494678017
21058,2070.85,2413,282,275,PARTY INVITES WOODLAND,Merchandise,True,0.009907032007865104
21356,2070.55,1623,366,349,TOAST ITS - FAIRY FLOWER,Merchandise,True,0.009905596795463262
21200,2070.11,1424,128,126,MULTICOLOUR HONEYCOMB PAPER GARLAND,Merchandise,True,0.00990349181727389
23227,2070.06,1642,117,117,FILIGREE HEART BUTTERFLY WHITE ,Merchandise,True,0.009903252615206914
35953,2068.47,3917,161,155,FOLKART STAR CHRISTMAS DECORATIONS,Merchandise,True,0.009895645989477139
21802,2067.58,4731,343,323,CHRISTMAS TREE HEART DECORATION,Merchandise,True,0.009891388192684999
37476,2066.64,212,81,77,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Merchandise,True,0.009886891193825888
21657,2065.21,270,123,118,MILK BOTTLE WITH GLASS STOPPER ,Merchandise,True,0.00988005001471043
22400,2064.56,2462,238,234,MAGNETS PACK OF 4 HOME SWEET HOME,Merchandise,True,0.009876940387839766
22903,2062.82,747,84,82,CALENDAR FAMILY FAVOURITES,Merchandise,True,0.00986861615590907
84990,2062.19,4248,199,193,60 GOLD AND SILVER FAIRY CAKE CASES,Merchandise,True,0.009865602209865196
84459A,2061.85,1269,208,201,PINK METAL CHICKEN HEART ,Merchandise,True,0.009863975635809772
84509G,2060.45,806,161,159,SET OF 4 FAIRY CAKE PLACEMATS ,Merchandise,True,0.009857277977934497
20686,2059.44,602,191,186,DOLLY MIXTURE CHILDREN'S UMBRELLA,Merchandise,True,0.009852446096181623
23291,2059.03,1634,196,195,DOLLY GIRL CHILDRENS CUP,Merchandise,True,0.009850484639232436
21077,2058.1,2790,195,192,SET/20 WOODLAND PAPER NAPKINS ,Merchandise,True,0.009846035480786716
85016,2056.16,1688,170,167,SET OF 6 VINTAGE NOTELETS KIT,Merchandise,True,0.009836754440588121
22719,2056.1,1516,246,235,GUMBALL MONOCHROME COAT RACK,Merchandise,True,0.009836467398107755
21640,2053.5699999999997,2228,217,205,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,Merchandise,True,0.009824363773518864
22201,2042.8700000000001,510,167,166,FRYING PAN BLUE POLKADOT,Merchandise,True,0.009773174531186415
84763,2039.79,1638,176,170,ZINC FINISH 15CM PLANTER POTS,Merchandise,True,0.009758439683860812
21397,2039.4599999999998,2171,183,180,BLUE  SPOTTY EGG CUP ,Merchandise,True,0.009756860950218783
23500,2038.33,1626,102,98,KEY RING BASEBALL BOOT ASSORTED ,Merchandise,True,0.00975145498350517
21630,2037.6,167,99,95,FLOOR CUSHION ELEPHANT CARNIVAL,Merchandise,True,0.009747962633327348
22261,2035.1599999999999,2112,259,243,FELT EGG COSY WHITE RABBIT ,Merchandise,True,0.009736289572459011
22405,2033.4,1672,228,217,MONEY BOX POCKET MONEY DESIGN,Merchandise,True,0.009727869659701526
23490,2032.77,542,101,101,T-LIGHT HOLDER HANGING LOVE BIRD,Merchandise,True,0.009724855713657653
21348,2030.8400000000001,842,134,133,PINK SPOTS CHOCOLATE NESTING BOXES ,Merchandise,True,0.009715622513872453
21504,2030.22,4973,334,329,SKULLS GREETING CARD,Merchandise,True,0.009712656408241975
22799,2029.34,254,109,108,SWEETHEART WIRE FRUIT BOWL,Merchandise,True,0.00970844645186323
22211,2028.95,1535,300,291,WOOD STAMP SET FLOWERS,Merchandise,True,0.009706580675740834
21612,2025.7700000000002,698,114,113,SET 12 WILDFLOWER BOTANICAL T-LIGHT,Merchandise,True,0.009691367424281283
23268,2018.1399999999999,1447,89,89,SET OF 2 CERAMIC CHRISTMAS REINDEER,Merchandise,True,0.009654865188861038
22068,2015.86,1124,287,276,BLACK PIRATE TREASURE CHEST,Merchandise,True,0.00964395757460702
23289,2013.7,1622,192,191,DOLLY GIRL CHILDRENS BOWL,Merchandise,True,0.009633624045313741
47591C,2012.43,1051,159,159,BLUE FAIRY CAKE CHILD'S APRON,Merchandise,True,0.0096275483128126
23529,2011.9900000000002,637,37,37,WALL ART DOLLY GIRL ,Merchandise,True,0.00962544333462323
21389,2011.4099999999999,2301,270,261,IVORY HANGING DECORATION  BIRD,Merchandise,True,0.009622668590646328
22520,2011.28,2294,376,369,CHILDS GARDEN TROWEL BLUE ,Merchandise,True,0.009622046665272197
23358,2008.38,594,89,89,HOT STUFF HOT WATER BOTTLE,Merchandise,True,0.009608172945387702
79323G,2007.88,314,61,61,GOLD  CHERRY LIGHTS,Merchandise,True,0.009605780924717961
23274,2005.0,1180,120,119,STAR T-LIGHT HOLDER WILLIE WINKIE,Merchandise,True,0.009592002885660254
79160,2004.5700000000002,959,221,210,HEART SHAPE WIRELESS DOORBELL,Merchandise,True,0.009589945747884278
22614,2002.2599999999998,5878,383,368,PACK OF 12 SPACEBOY TISSUES,Merchandise,True,0.009578894612390072
20846,1999.48,1470,177,169,ZINC HEART LATTICE T-LIGHT HOLDER,Merchandise,True,0.009565594977466316
22496,1999.0400000000002,732,195,193,SET OF 2 ROUND TINS DUTCH CHEESE,Merchandise,True,0.009563489999276946
22098,1998.37,2894,330,309,BOUDOIR SQUARE TISSUE BOX,Merchandise,True,0.00956028469157949
22343,1995.94,3309,190,188,PARTY PIZZA DISH RED RETROSPOT,Merchandise,True,0.009548659471124552
35971,1994.02,1997,231,217,ROSE FOLKART HEART DECORATIONS,Merchandise,True,0.009539474111752747
20703,1993.47,471,169,169,BLUE PADDED SOFT MOBILE,Merchandise,True,0.009536842889016033
22521,1992.1,2291,379,370,CHILDS GARDEN TROWEL PINK,Merchandise,True,0.009530288752380942
22599,1991.29,3135,194,189,CHRISTMAS MUSICAL ZINC STAR,Merchandise,True,0.009526413678895963
22559,1990.63,1585,206,202,SEASIDE FLYING DISC,Merchandise,True,0.009523256211611906
21695,1987.5800000000002,642,104,102,SMALL SILVER FLOWER CANDLE POT,Merchandise,True,0.009508664885526487
84872A,1983.54,177,102,102,TEATIME FUNKY FLOWER BACKPACK FOR 2,Merchandise,True,0.009489337358514982
23357,1982.05,450,103,102,HOT WATER BOTTLE SEX BOMB,Merchandise,True,0.009482209136919155
85217,1981.8500000000001,2869,165,164,ASSORTED ICE CREAM FRIDGE MAGNETS,Merchandise,True,0.00948125232865126
23145,1979.48,2084,170,169,ZINC T-LIGHT HOLDER STAR LARGE,Merchandise,True,0.009469914150676688
20871,1978.05,1273,129,127,OPULENT VELVET SET/3 CANDLES,Merchandise,True,0.009463072971561228
85231B,1977.3799999999999,2153,409,384,CINAMMON SET OF 9 T-LIGHTS,Merchandise,True,0.009459867663863775
21629,1977.27,179,107,105,SQUARE FLOOR CUSHION VINTAGE RED,Merchandise,True,0.009459341419316434
22262,1975.31,2045,327,306,FELT EGG COSY CHICKEN,Merchandise,True,0.00944996469829105
22204,1974.29,537,170,169,MILK PAN BLUE POLKADOT,Merchandise,True,0.009445084976124778
23068,1966.93,809,138,136,ALUMINIUM STAMPED HEART,Merchandise,True,0.009409874431866196
21991,1966.07,1118,301,289,BOHEMIAN COLLAGE STATIONERY SET,Merchandise,True,0.00940576015631424
23374,1962.83,2456,131,131,RED SPOT PAPER GIFT BAG,Merchandise,True,0.009390259862374321
21082,1960.45,7183,165,163,SET/20 FRUIT SALAD PAPER NAPKINS ,Merchandise,True,0.009378873843986356
23075,1960.3,472,80,80,PARLOUR CERAMIC WALL HOOK,Merchandise,True,0.009378156237785432
23228,1960.0,1492,126,125,FILIGREE HEART BIRD WHITE ,Merchandise,True,0.009376721025383589
23235,1950.66,736,105,105,STORAGE TIN VINTAGE LEAF,Merchandise,True,0.009332038079272832
22753,1950.55,2365,423,404,SMALL YELLOW BABUSHKA NOTEBOOK ,Merchandise,True,0.009331511834725489
22438,1950.27,1478,184,170,BALLOON ART MAKE YOUR OWN FLOWERS,Merchandise,True,0.009330172303150435
22210,1949.69,1615,301,287,WOOD STAMP SET BEST WISHES,Merchandise,True,0.009327397559173535
46775D,1949.21,154,96,95,SUNSET COLOUR CHUNKY KNITTED THROW,Merchandise,True,0.009325101219330584
20984,1947.7599999999998,5875,254,245,12 PENCILS TALL TUBE POSY,Merchandise,True,0.009318164359388335
21538,1943.26,1313,53,51,DAIRY MAID  PUDDING BOWL,Merchandise,True,0.00929663617336067
84581,1940.15,511,241,234,DOG TOY WITH PINK CROCHET SKIRT,Merchandise,True,0.009281757804794883
21773,1936.99,1663,317,308,DECORATIVE ROSE BATHROOM BOTTLE,Merchandise,True,0.009266640234162122
22565,1936.9599999999998,2125,291,278,FELTCRAFT HAIRBANDS PINK AND WHITE ,Merchandise,True,0.009266496712921936
21692,1936.62,510,123,111,SILVER LATTICE VANILLA CANDLE POT,Merchandise,True,0.009264870138866513
21581,1935.17,1188,214,203,SKULLS  DESIGN  COTTON TOTE BAG,Merchandise,True,0.009257933278924265
20716,1933.81,1538,253,246,PARTY FOOD SHOPPER BAG,Merchandise,True,0.00925142698270257
20684,1933.62,584,181,176,STRAWBERRY DREAM CHILDS UMBRELLA,Merchandise,True,0.009250518014848068
22307,1930.48,1266,125,118,GOLD MUG BONE CHINA TREE OF LIFE,Merchandise,True,0.009235496125042097
23094,1924.92,152,79,79,LE GRAND TRAY CHIC SET,Merchandise,True,0.009208896855194581
21983,1924.7199999999998,6272,337,325,PACK OF 12 BLUE PAISLEY TISSUES ,Merchandise,True,0.009207940046926684
21043,1921.03,677,141,141,APRON MODERN VINTAGE COTTON,Merchandise,True,0.009190286934383998
40001,1920.8799999999999,2492,125,121,WHITE BAMBOO RIBS LAMPSHADE,Merchandise,True,0.009189569328183074
22513,1917.32,590,173,170,DOORSTOP FOOTBALL DESIGN,Merchandise,True,0.009172538141014522
85185B,1917.2600000000002,613,196,182,PINK HORSE SOCK PUPPET,Merchandise,True,0.009172251098534154
22985,1916.24,4772,138,136,"WRAP, BILLBOARD FONTS DESIGN",Merchandise,True,0.009167371376367882
21677,1909.2099999999998,2176,288,279,HEARTS  STICKERS,Merchandise,True,0.009133739565751328
21445,1907.23,1535,148,146,12 PINK ROSE PEG PLACE SETTINGS,Merchandise,True,0.009124267163899153
22522,1905.81,2239,339,334,CHILDS GARDEN FORK BLUE ,Merchandise,True,0.00911747382519709
85162B,1905.15,977,13,13,BLACK RETRODISC LAMPSHADE,Merchandise,True,0.009114316357913033
23155,1904.7700000000002,2221,135,135,KNICKERBOCKERGLORY MAGNET ASSORTED ,Merchandise,True,0.00911249842220403
21647,1903.4800000000002,850,150,144,ASSORTED TUTTI FRUTTI LARGE PURSE,Merchandise,True,0.0091063270088761
84519B,1901.27,869,216,214,CARROT CHARLIE+LOLA COASTER SET,Merchandise,True,0.009095754277515845
22587,1899.6799999999998,2177,328,308,FELTCRAFT HAIRBAND RED AND BLUE,Merchandise,True,0.009088147651786069
23491,1897.76,228,79,78,VINTAGE JINGLE BELLS HEART,Merchandise,True,0.009078962292414264
22678,1895.59,1410,255,248,FRENCH BLUE METAL DOOR SIGN 3,Merchandise,True,0.00906858092270759
21287,1893.75,4134,96,93,SCENTED VELVET LOUNGE CANDLE ,Merchandise,True,0.009059778286642945
16169E,1892.46,4563,150,149,WRAP 50'S  CHRISTMAS,Merchandise,True,0.009053606873315015
21659,1891.7,120,66,66,GLASS CAKE STAND,Merchandise,True,0.009049971001897007
16016,1891.1,2338,110,106,LARGE CHINESE STYLE SCISSOR,Merchandise,True,0.00904710057709332
85232A,1889.88,375,139,138,SET/3 POLKA DOT STACKING TINS,Merchandise,True,0.009041264046659152
22523,1884.8,2185,360,352,CHILDS GARDEN FORK PINK,Merchandise,True,0.009016961116654586
23434,1884.17,2095,200,199,3 RAFFIA RIBBONS 50'S CHRISTMAS ,Merchandise,True,0.009013947170610713
21547,1877.9800000000002,728,124,119,CERAMIC BIRDHOUSE CRESTED TIT SMALL,Merchandise,True,0.008984333954719325
23394,1877.65,435,152,150,POSTE FRANCE CUSHION COVER,Merchandise,True,0.008982755221077296
21894,1877.47,1345,257,247,POTTING SHED SEED ENVELOPES,Merchandise,True,0.008981894093636188
22858,1877.34,1135,140,139,EASTER TIN KEEPSAKE,Merchandise,True,0.008981272168262054
84856S,1877.21,467,33,33,SMALL TAHITI BEACH BAG,Merchandise,True,0.008980650242887923
21761,1874.65,67,26,24,WOOD AND GLASS MEDICINE CABINET,Merchandise,True,0.00896840309705885
21613,1873.2500000000002,636,149,145,S/12 VANILLA  BOTANICAL T-LIGHTS,Merchandise,True,0.008961705439183577
21085,1872.68,13731,68,66,SET/6 WOODLAND PAPER CUPS,Merchandise,True,0.008958978535620072
21687,1871.23,477,106,101,SILVER PLATE CANDLE BOWL LARGE,Merchandise,True,0.008952041675677824
23090,1870.0300000000002,2237,152,149,VINTAGE GLASS T-LIGHT HOLDER,Merchandise,True,0.008946300826070447
21241,1869.07,2213,261,260,GREEN SPOTTY CUP,Merchandise,True,0.008941708146384543
21091,1868.7,13700,48,47,SET/6 WOODLAND PAPER PLATES,Merchandise,True,0.008939938051088937
23359,1866.4599999999998,990,79,79,SET OF 12 T-LIGHTS VINTAGE DOILY,Merchandise,True,0.008929221798488495
22535,1865.86,4461,305,298,MAGIC DRAWING SLATE BUNNIES ,Merchandise,True,0.008926351373684808
22686,1864.91,1410,224,221,FRENCH BLUE METAL DOOR SIGN No,Merchandise,True,0.008921806534412302
21394,1864.6299999999999,4005,150,150,RED POLKADOT BEAKER ,Merchandise,True,0.008920467002837244
20772,1863.95,974,166,161,GARDEN PATH JOURNAL,Merchandise,True,0.0089172138547264
23525,1863.8200000000002,582,53,53,WALL ART BUFFALO BILL ,Merchandise,True,0.008916591929352267
79302M,1860.6000000000001,654,114,107,"ART LIGHTS,FUNK MONKEY",Merchandise,True,0.008901187316239137
21841,1857.47,437,134,132,BABY MOUSE RED GINGHAM DRESS,Merchandise,True,0.00888621326684656
22586,1848.9399999999998,2122,311,295,FELTCRAFT HAIRBAND PINK AND BLUE,Merchandise,True,0.008845405394220782
70007,1848.62,1365,226,205,HI TEC ALPINE HAND WARMER,Merchandise,True,0.008843874500992149
22680,1847.95,1378,234,230,FRENCH BLUE METAL DOOR SIGN 5,Merchandise,True,0.008840669193294695
84797B,1845.2,323,33,33,BLUE SAVANNAH PICNIC HAMPER FOR 4,Merchandise,True,0.008827513079611122
