StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
23536,VILLAGE SHOW WALL ART,3442.130000000001,3418.33,626,86,86,-23.8,4,Commercial Description,Valid,0.0069,Low,0.7044,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017683357706639412,1208,Tier 4 - Long Tail
22172,METAL SHELF WITH RAIL,3451.82,3417.82,378,191,190,-34.0,4,Commercial Description,Valid,0.0098,Low,0.6819,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017680719426417673,1209,Tier 4 - Long Tail
23232,WRAP VINTAGE PETALS  DESIGN,3436.92,3415.5,8526,242,241,-21.42,51,Commercial Description,Valid,0.0062,Low,0.8233,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017668717837957985,1210,Tier 4 - Long Tail
23350,ROLL WRAP VINTAGE SPOT,3445.0800000000004,3415.08,2712,313,307,-30.0,24,Commercial Description,Valid,0.0087,Low,0.7848,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017666545136598902,1211,Tier 4 - Long Tail
23065,LARGE DECO JEWELLERY STAND,3427.44,3414.94,273,101,101,-12.5,1,Commercial Description,Valid,0.0036,Low,0.666,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017665820902812543,1212,Tier 4 - Long Tail
22183,CAKE STAND VICTORIAN FILIGREE MED,3465.2200000000003,3409.02,613,226,215,-56.2,9,Commercial Description,Valid,0.0162,Low,0.703,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017635196159846442,1213,Tier 4 - Long Tail
22440,BALLOON WATER BOMB PACK OF 35,3425.87,3407.39,8586,310,296,-18.48,44,Commercial Description,Valid,0.0054,Low,0.823,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017626764009333817,1214,Tier 4 - Long Tail
21039,RED SPOTTY SHOPPING BAG,3445.67,3404.87,1319,237,232,-40.8,16,Commercial Description,Valid,0.0118,Low,0.7437,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017613727801179329,1215,Tier 4 - Long Tail
22477,WATERING CAN GARDEN MARKER,3385.53,3384.28,2433,284,277,-1.25,1,Commercial Description,Valid,0.0004,Low,0.7788,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017507213703599604,1216,Tier 4 - Long Tail
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.58,3384.03,856,214,212,-35.55,9,Commercial Description,Valid,0.0104,Low,0.7188,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017505920428981104,1217,Tier 4 - Long Tail
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3379.6,3740,333,325,-49.8,60,Commercial Description,Valid,0.0145,Low,0.7971,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001748300360274127,1218,Tier 4 - Long Tail
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,3373.37,1665,209,207,-49.92,24,Commercial Description,Valid,0.0146,Low,0.7567,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001745077519924823,1219,Tier 4 - Long Tail
21123,SET/10 IVORY SPOTTY PARTY CANDLES,3430.5599999999995,3370.56,2781,261,254,-60.0,48,Commercial Description,Valid,0.0175,Low,0.7849,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001743623879253628,1220,Tier 4 - Long Tail
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.49,3368.69,183,29,29,-93.8,4,Commercial Description,Valid,0.0271,Low,0.6498,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017426565098389895,1221,Tier 4 - Long Tail
21211,SET OF 72 SKULL PAPER  DOILIES,3385.94,3368.54,2419,242,238,-17.4,12,Commercial Description,Valid,0.0051,Low,0.7777,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017425789133618792,1222,Tier 4 - Long Tail
22419,LIPSTICK PEN RED,3370.7700000000004,3366.63,7058,539,513,-4.140000000000001,10,Commercial Description,Valid,0.0012,Low,0.8169,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017415908515533448,1223,Tier 4 - Long Tail
22972,CHILDREN'S SPACEBOY MUG,3421.76,3365.66,1992,273,251,-56.1,34,Commercial Description,Valid,0.0164,Low,0.7657,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017410890610013662,1224,Tier 4 - Long Tail
22223,CAKE PLATE LOVEBIRD PINK,3369.83,3364.88,727,179,176,-4.95,1,Commercial Description,Valid,0.0015,Low,0.7095,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017406855593203943,1225,Tier 4 - Long Tail
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3361.2500000000005,3361.25,481,45,45,0.0,0,Commercial Description,Valid,0.0,Low,0.6906,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001738807724574331,1226,Tier 4 - Long Tail
84813,SET OF 4 DIAMOND NAPKIN RINGS,3364.4999999999995,3360.55,426,102,100,-3.95,1,Commercial Description,Valid,0.0012,Low,0.6845,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001738445607681151,1227,Tier 4 - Long Tail
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3423.99,3359.79,867,290,273,-64.2,26,Commercial Description,Valid,0.0188,Low,0.7179,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017380524521971264,1228,Tier 4 - Long Tail
22794,SWEETHEART WIRE MAGAZINE RACK,3399.24,3359.49,402,221,213,-39.75,5,Commercial Description,Valid,0.0117,Low,0.6815,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017378972592429064,1229,Tier 4 - Long Tail
37501,TEA TIME TEA SET IN GIFT BOX,3457.8100000000004,3353.56,487,191,188,-104.25,15,Commercial Description,Valid,0.0301,Low,0.6906,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017348296118478224,1230,Tier 4 - Long Tail
22792,FLUTED ANTIQUE CANDLE HOLDER,3349.9,3339.7,3596,279,264,-10.2,12,Commercial Description,Valid,0.003,Low,0.7942,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001727659697362854,1231,Tier 4 - Long Tail
21917,SET 12 KIDS  WHITE CHALK STICKS,3345.7300000000005,3336.91,8052,486,473,-8.82,21,Commercial Description,Valid,0.0026,Low,0.819,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017262164028886072,1232,Tier 4 - Long Tail
22136,LOVE HEART SOCK HANGER,3340.67,3336.12,1995,280,269,-4.55,3,Commercial Description,Valid,0.0014,Low,0.7647,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001725807728109161,1233,Tier 4 - Long Tail
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,3331.77,2849,206,196,-219.76,200,Commercial Description,Valid,0.0619,Moderate,0.7842,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.00017235574302729696,1234,Tier 4 - Long Tail
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3631.62,3319.16,4901,171,162,-312.46000000000004,302,Commercial Description,Valid,0.086,Moderate,0.8041,Monitor Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Moderate,True,False,True,Included,Included,0.00017170341530972513,1235,Tier 4 - Long Tail
22154,ANGEL DECORATION 3 BUTTONS,3396.63,3310.95,7881,361,331,-85.68000000000002,204,Commercial Description,Valid,0.0252,Low,0.8178,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017127870392500948,1236,Tier 4 - Long Tail
22572,ROCKING HORSE GREEN CHRISTMAS,3311.4700000000003,3308.92,3668,396,364,-2.55,3,Commercial Description,Valid,0.0008,Low,0.7939,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017117369002598722,1237,Tier 4 - Long Tail
20702,PINK PADDED MOBILE,3351.95,3305.2,795,257,252,-46.75,11,Commercial Description,Valid,0.0139,Low,0.7123,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001709812507627543,1238,Tier 4 - Long Tail
44230,SQUARE MIRROR CURTAIN,3381.6199999999994,3303.71,347,58,58,-77.91,10,Commercial Description,Valid,0.023,Low,0.6739,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017090417159549166,1239,Tier 4 - Long Tail
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,3346.55,3301.55,2516,364,355,-45.0,36,Commercial Description,Valid,0.0134,Low,0.7775,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001707924326684532,1240,Tier 4 - Long Tail
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,3306.28,3291.28,2483,243,228,-15.0,12,Commercial Description,Valid,0.0045,Low,0.7767,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017026115545517307,1241,Tier 4 - Long Tail
22122,SET OF 2 FANCY FONT TEA TOWELS,3290.0800000000004,3290.0800000000004,1095,198,193,0.0,0,Commercial Description,Valid,0.0,Low,0.7302,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017019907827348503,1242,Tier 4 - Long Tail
84849B,FAIRY SOAP SOAP HOLDER,3309.99,3288.02,1972,303,295,-21.97,13,Commercial Description,Valid,0.0066,Low,0.7629,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00017009251244492053,1243,Tier 4 - Long Tail
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3288.6500000000005,3281.15,25707,37,37,-7.5,6,Commercial Description,Valid,0.0023,Low,0.8327,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016973712057975654,1244,Tier 4 - Long Tail
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",3299.3500000000004,3278.7000000000003,1408,227,216,-20.65,7,Commercial Description,Valid,0.0063,Low,0.7432,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016961037966714345,1245,Tier 4 - Long Tail
84472,PINK AND LILAC QUILTED THROW,3402.32,3276.42,87,35,35,-125.9,3,Commercial Description,Valid,0.037,Low,0.6224,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016949243302193616,1246,Tier 4 - Long Tail
84510A,SET OF 4 ENGLISH ROSE COASTERS,3299.21,3272.96,2431,486,477,-26.25,21,Commercial Description,Valid,0.008,Low,0.7746,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016931344381473565,1247,Tier 4 - Long Tail
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.61,3272.61,6139,389,382,0.0,0,Commercial Description,Valid,0.0,Low,0.8096,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016929533797007665,1248,Tier 4 - Long Tail
18098C,PORCELAIN BUTTERFLY OIL BURNER,3340.3600000000006,3269.5600000000004,1252,260,242,-70.80000000000001,24,Commercial Description,Valid,0.0212,Low,0.7364,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016913755846661958,1249,Tier 4 - Long Tail
21352,EUCALYPTUS & PINECONE  WREATH,3340.71,3266.46,917,176,163,-74.25,11,Commercial Description,Valid,0.0222,Low,0.7179,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016897719241392546,1250,Tier 4 - Long Tail
20992,JAZZ HEARTS PURSE NOTEBOOK,3262.7,3262.7,6196,459,433,0.0,0,Commercial Description,Valid,0.0,Low,0.8096,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001687826839113029,1251,Tier 4 - Long Tail
22047,EMPIRE GIFT WRAP,3351.0,3262.0,8250,264,264,-89.0,250,Commercial Description,Valid,0.0266,Low,0.8167,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001687464722219849,1252,Tier 4 - Long Tail
21467,CHERRY CROCHET FOOD COVER,3278.75,3260.0,1029,265,259,-18.75,5,Commercial Description,Valid,0.0057,Low,0.7247,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016864301025250485,1253,Tier 4 - Long Tail
84975,HEART SHAPED MIRROR,3274.8500000000004,3259.6400000000003,1995,223,219,-15.21,9,Commercial Description,Valid,0.0046,Low,0.7619,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016862438709799846,1254,Tier 4 - Long Tail
15058B,PINK WHITE SPOTS GARDEN PARASOL,3327.67,3258.52,438,162,162,-69.15,9,Commercial Description,Valid,0.0208,Low,0.6824,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001685664483950896,1255,Tier 4 - Long Tail
84997d,PINK 3 PIECE MINI DOTS CUTLERY SET,3258.3099999999995,3258.31,390,86,82,0.0,0,Commercial Description,Valid,0.0,Low,0.6768,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016855558488829418,1256,Tier 4 - Long Tail
22863,SOAP DISH BROCANTE,3293.4700000000003,3255.1200000000003,1149,183,172,-38.35000000000001,13,Commercial Description,Valid,0.0116,Low,0.7305,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001683905630469735,1257,Tier 4 - Long Tail
22310,KNITTED MUG COSY IVORY COLOUR,3270.96,3249.71,1801,243,225,-21.25,13,Commercial Description,Valid,0.0065,Low,0.756,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001681106984195299,1258,Tier 4 - Long Tail
21557,SET OF 6 FUNKY BEAKERS,3251.0400000000004,3248.09,953,314,303,-2.95,1,Commercial Description,Valid,0.0009,Low,0.7186,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016802689422425106,1259,Tier 4 - Long Tail
23053,RECYCLED ACAPULCO MAT PINK,3254.32,3246.07,364,165,165,-8.25,1,Commercial Description,Valid,0.0025,Low,0.6734,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016792239763507622,1260,Tier 4 - Long Tail
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,3238.04,842,190,187,-115.79999999999998,28,Commercial Description,Valid,0.0345,Low,0.7122,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016750699782761374,1261,Tier 4 - Long Tail
23395,BELLE JARDINIERE CUSHION COVER,3257.08,3230.83,748,217,216,-26.25,7,Commercial Description,Valid,0.0081,Low,0.7065,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0001671340174276381,1262,Tier 4 - Long Tail
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,6875.0,3229.3500000000004,12236,8,8,-3645.65,2513,Commercial Description,Valid,0.5303,Very High,0.8225,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.00016705745557022287,1263,Tier 4 - Long Tail
22769,CHALKBOARD KITCHEN ORGANISER,3795.68,3219.93,179,57,54,-575.7499999999999,25,Commercial Description,Valid,0.1517,High,0.6433,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,0.00016657014969397174,1264,Tier 4 - Long Tail
21949,SET OF 6 STRAWBERRY CHOPSTICKS,3224.28,3216.78,2636,282,270,-7.5,6,Commercial Description,Valid,0.0023,Low,0.7766,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.00016640719709204067,1265,Tier 4 - Long Tail
