StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification
22902,dotcom email,3643.0799999999995,3592.6800000000003,1779,216,203,-50.400000000000006,24,Commercial Description,Valid,0.0138,Low,0.7674,Core Commercial Product
21054,NURSE'S BAG SOFT TOY,3609.599999999999,3591.7,390,190,185,-17.9,2,Commercial Description,Valid,0.005,Low,0.6885,Core Commercial Product
22531,MAGIC DRAWING SLATE CIRCUS PARADE,3586.9400000000005,3586.94,8302,430,406,0.0,0,Commercial Description,Valid,0.0,Low,0.828,Core Commercial Product
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3646.61,3574.0099999999998,2067,433,417,-72.60000000000001,44,Commercial Description,Valid,0.0199,Low,0.7752,Core Commercial Product
22176,BLUE OWL SOFT TOY,3592.9000000000005,3566.3500000000004,1199,275,264,-26.55,9,Commercial Description,Valid,0.0074,Low,0.7447,Core Commercial Product
20886,BOX OF 9 PEBBLE CANDLES,3577.8,3566.1,1787,323,311,-11.7,6,Commercial Description,Valid,0.0033,Low,0.767,Core Commercial Product
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3684.1299999999997,3565.48,216,140,133,-118.65,7,Commercial Description,Valid,0.0322,Low,0.6617,Core Commercial Product
23111,PARISIENNE SEWING BOX,3839.2400000000002,3556.04,312,155,154,-283.2,24,Commercial Description,Valid,0.0738,Moderate,0.6771,Monitor Return Risk
21179,NO JUNK MAIL METAL SIGN,3559.2300000000005,3554.5499999999997,4312,523,508,-4.68,12,Commercial Description,Valid,0.0013,Low,0.8082,Core Commercial Product
21784,SHOE SHINE BOX,3617.8799999999997,3548.23,298,195,189,-69.65,7,Commercial Description,Valid,0.0193,Low,0.6749,Core Commercial Product
22334,DINOSAUR PARTY BAG + STICKER SET,3578.7599999999998,3547.41,2246,274,268,-31.349999999999998,19,Commercial Description,Valid,0.0088,Low,0.7791,Core Commercial Product
82494l,WOODEN FRAME ANTIQUE WHITE,3545.55,3545.55,424,88,86,0.0,0,Commercial Description,Valid,0.0,Low,0.691,Core Commercial Product
23332,IVORY WICKER HEART LARGE,3542.71,3539.41,2059,297,288,-3.3,2,Commercial Description,Valid,0.0009,Low,0.7737,Core Commercial Product
22076,6 RIBBONS EMPIRE,3535.83,3535.83,2376,390,376,0.0,0,Commercial Description,Valid,0.0,Low,0.782,Core Commercial Product
20784,RED RETRO BAR STOOL,3570.87,3530.92,101,42,42,-39.95,1,Commercial Description,Valid,0.0112,Low,0.6355,Core Commercial Product
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,3864.3500000000004,3522.15,1351,226,223,-342.20000000000005,132,Commercial Description,Valid,0.0886,Moderate,0.7494,Monitor Return Risk
22452,MEASURING TAPE RUSSIAN DOLL PINK,3558.3,3519.9500000000003,1347,266,259,-38.35000000000001,13,Commercial Description,Valid,0.0108,Low,0.749,Core Commercial Product
21466,RED FLOWER CROCHET FOOD COVER,3517.29,3517.29,937,280,275,0.0,0,Commercial Description,Valid,0.0,Low,0.7275,Core Commercial Product
22822,CREAM WALL PLANTER HEART SHAPED,3522.8700000000003,3510.9700000000003,606,194,185,-11.9,2,Commercial Description,Valid,0.0034,Low,0.7059,Core Commercial Product
22095,LADS ONLY TISSUE BOX,3628.17,3508.29,3368,319,291,-119.88,107,Commercial Description,Valid,0.033,Low,0.7968,Core Commercial Product
21794,CLASSIC FRENCH STYLE BASKET NATURAL,3585.9799999999996,3506.63,716,187,184,-79.35000000000001,13,Commercial Description,Valid,0.0221,Low,0.714,Core Commercial Product
23189,SET OF 12 FORK CANDLES,3507.5099999999998,3504.62,1249,143,142,-2.89,1,Commercial Description,Valid,0.0008,Low,0.7444,Core Commercial Product
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3510.05,3490.13,4007,333,329,-19.92,24,Commercial Description,Valid,0.0057,Low,0.804,Core Commercial Product
22862,LOVE HEART NAPKIN BOX,3500.5099999999998,3483.51,781,241,224,-17.0,4,Commercial Description,Valid,0.0049,Low,0.7181,Core Commercial Product
21507,"ELEPHANT, BIRTHDAY CARD,",3490.36,3480.28,8310,591,586,-10.08,24,Commercial Description,Valid,0.0029,Low,0.8251,Core Commercial Product
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,4049.8300000000004,3478.0299999999997,1811,221,213,-571.8000000000001,292,Commercial Description,Valid,0.1412,Moderate,0.7653,Monitor Return Risk
22939,APRON APPLE DELIGHT,3545.5,3476.2,705,189,185,-69.30000000000001,14,Commercial Description,Valid,0.0195,Low,0.7126,Core Commercial Product
21327,SKULLS WRITING SET,3468.6900000000005,3468.69,1962,517,495,0.0,0,Commercial Description,Valid,0.0,Low,0.7691,Core Commercial Product
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,3454.48,376,89,83,-128.75,13,Commercial Description,Valid,0.0359,Low,0.6834,Core Commercial Product
20786,BLACK RETRO BAR STOOL,3533.9,3454.0,99,38,37,-79.9,2,Commercial Description,Valid,0.0226,Low,0.6326,Core Commercial Product
21469,POLKA DOT RAFFIA FOOD COVER,3512.01,3444.51,1173,216,213,-67.5,50,Commercial Description,Valid,0.0192,Low,0.7399,Core Commercial Product
22309,TEA COSY RED  STRIPE,3509.68,3443.38,1341,277,268,-66.3,26,Commercial Description,Valid,0.0189,Low,0.7467,Core Commercial Product
47505,MINATURE COLOURED GARDENING SET,3527.42,3440.37,737,191,189,-87.05000000000001,19,Commercial Description,Valid,0.0247,Low,0.714,Core Commercial Product
21679,SKULLS  STICKERS,4088.7500000000005,3436.0699999999997,4931,382,375,-652.6800000000001,900,Commercial Description,Valid,0.1596,High,0.8091,High Return Risk
23388,WOODLAND MINI BACKPACK,3432.09,3432.09,821,154,154,0.0,0,Commercial Description,Valid,0.0,Low,0.719,Core Commercial Product
22428,ENAMEL FIRE BUCKET CREAM,3533.6299999999997,3429.38,479,216,204,-104.25000000000001,15,Commercial Description,Valid,0.0295,Low,0.6936,Core Commercial Product
21364,PEACE SMALL WOOD LETTERS,3441.47,3427.9700000000003,473,173,170,-13.5,2,Commercial Description,Valid,0.0039,Low,0.6927,Core Commercial Product
23426,METAL SIGN DROP YOUR PANTS,3444.43,3427.09,1275,209,207,-17.34,6,Commercial Description,Valid,0.005,Low,0.7437,Core Commercial Product
22320,BIRDS MOBILE VINTAGE DESIGN,3562.87,3426.02,601,191,190,-136.85,23,Commercial Description,Valid,0.0384,Low,0.7029,Core Commercial Product
37340,MULTICOLOUR SPRING FLOWER MUG,3927.08,3425.86,13674,216,209,-501.2200000000001,4996,Commercial Description,Valid,0.1276,Moderate,0.8321,Monitor Return Risk
21902,"KEY FOB , FRONT  DOOR",3461.6899999999996,3424.64,5440,504,480,-37.05,57,Commercial Description,Valid,0.0107,Low,0.8119,Core Commercial Product
22459,CAST IRON HOOK GARDEN TROWEL,3420.1799999999994,3420.18,1386,185,176,0.0,0,Commercial Description,Valid,0.0,Low,0.7473,Core Commercial Product
23536,VILLAGE SHOW WALL ART,3442.130000000001,3418.33,626,86,86,-23.8,4,Commercial Description,Valid,0.0069,Low,0.7044,Core Commercial Product
22172,METAL SHELF WITH RAIL,3451.8199999999997,3417.82,378,191,190,-34.0,4,Commercial Description,Valid,0.0098,Low,0.6819,Core Commercial Product
23232,WRAP VINTAGE PETALS  DESIGN,3436.92,3415.5,8526,242,241,-21.42,51,Commercial Description,Valid,0.0062,Low,0.8233,Core Commercial Product
23350,ROLL WRAP VINTAGE SPOT,3445.0800000000004,3415.08,2712,313,307,-30.0,24,Commercial Description,Valid,0.0087,Low,0.7848,Core Commercial Product
23065,LARGE DECO JEWELLERY STAND,3427.44,3414.94,273,101,101,-12.5,1,Commercial Description,Valid,0.0036,Low,0.666,Core Commercial Product
22183,CAKE STAND VICTORIAN FILIGREE MED,3465.2200000000003,3409.02,613,226,215,-56.2,9,Commercial Description,Valid,0.0162,Low,0.703,Core Commercial Product
22440,BALLOON WATER BOMB PACK OF 35,3425.87,3407.39,8586,310,296,-18.48,44,Commercial Description,Valid,0.0054,Low,0.823,Core Commercial Product
21039,RED SPOTTY SHOPPING BAG,3445.67,3404.87,1319,237,232,-40.8,16,Commercial Description,Valid,0.0118,Low,0.7437,Core Commercial Product
22477,WATERING CAN GARDEN MARKER,3385.53,3384.2799999999997,2433,284,277,-1.25,1,Commercial Description,Valid,0.0004,Low,0.7788,Core Commercial Product
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.58,3384.03,856,214,212,-35.55,9,Commercial Description,Valid,0.0104,Low,0.7188,Core Commercial Product
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3379.6,3740,333,325,-49.8,60,Commercial Description,Valid,0.0145,Low,0.7971,Core Commercial Product
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,3373.37,1665,209,207,-49.92,24,Commercial Description,Valid,0.0146,Low,0.7567,Core Commercial Product
21123,SET/10 IVORY SPOTTY PARTY CANDLES,3430.5599999999995,3370.56,2781,261,254,-60.0,48,Commercial Description,Valid,0.0175,Low,0.7849,Core Commercial Product
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.4899999999993,3368.6899999999996,183,29,29,-93.8,4,Commercial Description,Valid,0.0271,Low,0.6498,Core Commercial Product
21211,SET OF 72 SKULL PAPER  DOILIES,3385.94,3368.54,2419,242,238,-17.4,12,Commercial Description,Valid,0.0051,Low,0.7777,Core Commercial Product
22419,LIPSTICK PEN RED,3370.7700000000004,3366.63,7058,539,513,-4.140000000000001,10,Commercial Description,Valid,0.0012,Low,0.8169,Core Commercial Product
22972,CHILDREN'S SPACEBOY MUG,3421.76,3365.66,1992,273,251,-56.1,34,Commercial Description,Valid,0.0164,Low,0.7657,Core Commercial Product
22223,CAKE PLATE LOVEBIRD PINK,3369.83,3364.88,727,179,176,-4.95,1,Commercial Description,Valid,0.0015,Low,0.7095,Core Commercial Product
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3361.2500000000005,3361.25,481,45,45,0.0,0,Commercial Description,Valid,0.0,Low,0.6906,Core Commercial Product
84813,SET OF 4 DIAMOND NAPKIN RINGS,3364.4999999999995,3360.55,426,102,100,-3.95,1,Commercial Description,Valid,0.0012,Low,0.6845,Core Commercial Product
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3423.99,3359.79,867,290,273,-64.2,26,Commercial Description,Valid,0.0188,Low,0.7179,Core Commercial Product
22794,SWEETHEART WIRE MAGAZINE RACK,3399.2400000000002,3359.4900000000002,402,221,213,-39.75,5,Commercial Description,Valid,0.0117,Low,0.6815,Core Commercial Product
37501,TEA TIME TEA SET IN GIFT BOX,3457.8100000000004,3353.56,487,191,188,-104.25,15,Commercial Description,Valid,0.0301,Low,0.6906,Core Commercial Product
22792,FLUTED ANTIQUE CANDLE HOLDER,3349.8999999999996,3339.7,3596,279,264,-10.2,12,Commercial Description,Valid,0.003,Low,0.7942,Core Commercial Product
21917,SET 12 KIDS  WHITE CHALK STICKS,3345.7300000000005,3336.91,8052,486,473,-8.82,21,Commercial Description,Valid,0.0026,Low,0.819,Core Commercial Product
22136,LOVE HEART SOCK HANGER,3340.67,3336.12,1995,280,269,-4.55,3,Commercial Description,Valid,0.0014,Low,0.7647,Core Commercial Product
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,3331.77,2849,206,196,-219.76,200,Commercial Description,Valid,0.0619,Moderate,0.7842,Monitor Return Risk
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3631.62,3319.16,4901,171,162,-312.46000000000004,302,Commercial Description,Valid,0.086,Moderate,0.8041,Monitor Return Risk
22154,ANGEL DECORATION 3 BUTTONS,3396.6299999999997,3310.95,7881,361,331,-85.68000000000002,204,Commercial Description,Valid,0.0252,Low,0.8178,Core Commercial Product
22572,ROCKING HORSE GREEN CHRISTMAS,3311.4700000000003,3308.92,3668,396,364,-2.55,3,Commercial Description,Valid,0.0008,Low,0.7939,Core Commercial Product
20702,PINK PADDED MOBILE,3351.95,3305.2,795,257,252,-46.75,11,Commercial Description,Valid,0.0139,Low,0.7123,Core Commercial Product
44230,SQUARE MIRROR CURTAIN,3381.6199999999994,3303.71,347,58,58,-77.91,10,Commercial Description,Valid,0.023,Low,0.6739,Core Commercial Product
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,3346.55,3301.55,2516,364,355,-45.0,36,Commercial Description,Valid,0.0134,Low,0.7775,Core Commercial Product
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,3306.2799999999997,3291.28,2483,243,228,-15.0,12,Commercial Description,Valid,0.0045,Low,0.7767,Core Commercial Product
22122,SET OF 2 FANCY FONT TEA TOWELS,3290.0800000000004,3290.0800000000004,1095,198,193,0.0,0,Commercial Description,Valid,0.0,Low,0.7302,Core Commercial Product
84849B,FAIRY SOAP SOAP HOLDER,3309.9900000000002,3288.02,1972,303,295,-21.970000000000002,13,Commercial Description,Valid,0.0066,Low,0.7629,Core Commercial Product
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3288.6500000000005,3281.15,25707,37,37,-7.5,6,Commercial Description,Valid,0.0023,Low,0.8327,Core Commercial Product
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",3299.3500000000004,3278.7000000000003,1408,227,216,-20.650000000000002,7,Commercial Description,Valid,0.0063,Low,0.7432,Core Commercial Product
84472,PINK AND LILAC QUILTED THROW,3402.3199999999997,3276.42,87,35,35,-125.9,3,Commercial Description,Valid,0.037,Low,0.6224,Core Commercial Product
84510A,SET OF 4 ENGLISH ROSE COASTERS,3299.21,3272.96,2431,486,477,-26.25,21,Commercial Description,Valid,0.008,Low,0.7746,Core Commercial Product
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.6099999999997,3272.6099999999997,6139,389,382,0.0,0,Commercial Description,Valid,0.0,Low,0.8096,Core Commercial Product
18098C,PORCELAIN BUTTERFLY OIL BURNER,3340.3600000000006,3269.5600000000004,1252,260,242,-70.80000000000001,24,Commercial Description,Valid,0.0212,Low,0.7364,Core Commercial Product
21352,EUCALYPTUS & PINECONE  WREATH,3340.71,3266.46,917,176,163,-74.25,11,Commercial Description,Valid,0.0222,Low,0.7179,Core Commercial Product
20992,JAZZ HEARTS PURSE NOTEBOOK,3262.7,3262.7,6196,459,433,0.0,0,Commercial Description,Valid,0.0,Low,0.8096,Core Commercial Product
22047,EMPIRE GIFT WRAP,3351.0,3262.0,8250,264,264,-89.0,250,Commercial Description,Valid,0.0266,Low,0.8167,Core Commercial Product
21467,CHERRY CROCHET FOOD COVER,3278.75,3260.0,1029,265,259,-18.75,5,Commercial Description,Valid,0.0057,Low,0.7247,Core Commercial Product
84975,HEART SHAPED MIRROR,3274.8500000000004,3259.6400000000003,1995,223,219,-15.209999999999999,9,Commercial Description,Valid,0.0046,Low,0.7619,Core Commercial Product
15058B,PINK WHITE SPOTS GARDEN PARASOL,3327.67,3258.52,438,162,162,-69.15,9,Commercial Description,Valid,0.0208,Low,0.6824,Core Commercial Product
84997d,PINK 3 PIECE MINI DOTS CUTLERY SET,3258.3099999999995,3258.31,390,86,82,0.0,0,Commercial Description,Valid,0.0,Low,0.6768,Core Commercial Product
22863,SOAP DISH BROCANTE,3293.4700000000003,3255.1200000000003,1149,183,172,-38.35000000000001,13,Commercial Description,Valid,0.0116,Low,0.7305,Core Commercial Product
22310,KNITTED MUG COSY IVORY COLOUR,3270.96,3249.71,1801,243,225,-21.25,13,Commercial Description,Valid,0.0065,Low,0.756,Core Commercial Product
21557,SET OF 6 FUNKY BEAKERS,3251.0400000000004,3248.09,953,314,303,-2.95,1,Commercial Description,Valid,0.0009,Low,0.7186,Core Commercial Product
23053,RECYCLED ACAPULCO MAT PINK,3254.32,3246.07,364,165,165,-8.25,1,Commercial Description,Valid,0.0025,Low,0.6734,Core Commercial Product
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,3238.04,842,190,187,-115.79999999999998,28,Commercial Description,Valid,0.0345,Low,0.7122,Core Commercial Product
23395,BELLE JARDINIERE CUSHION COVER,3257.08,3230.83,748,217,216,-26.25,7,Commercial Description,Valid,0.0081,Low,0.7065,Core Commercial Product
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,6875.0,3229.3500000000004,12236,8,8,-3645.65,2513,Commercial Description,Valid,0.5303,Very High,0.8225,High Return Risk
22769,CHALKBOARD KITCHEN ORGANISER,3795.6799999999994,3219.93,179,57,54,-575.7499999999999,25,Commercial Description,Valid,0.1517,High,0.6433,High Return Risk
21949,SET OF 6 STRAWBERRY CHOPSTICKS,3224.2799999999997,3216.78,2636,282,270,-7.5,6,Commercial Description,Valid,0.0023,Low,0.7766,Core Commercial Product
22963,JAM JAR WITH BLUE LID,3303.81,3212.95,3954,364,334,-90.85999999999999,115,Commercial Description,Valid,0.0275,Low,0.7931,Core Commercial Product
22473,TV DINNER TRAY VINTAGE PAISLEY,3210.17,3210.17,833,221,211,0.0,0,Commercial Description,Valid,0.0,Low,0.7107,Core Commercial Product
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,3210.04,3210.04,251,147,146,0.0,0,Commercial Description,Valid,0.0,Low,0.6548,Core Commercial Product
21829,DINOSAUR KEYRINGS ASSORTED,3270.2000000000003,3209.5099999999998,15137,428,417,-60.69,289,Commercial Description,Valid,0.0186,Low,0.8248,Core Commercial Product
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,3206.99,365,164,164,-16.5,2,Commercial Description,Valid,0.0051,Low,0.6722,Core Commercial Product
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.4100000000008,3206.51,1171,142,142,-64.9,22,Commercial Description,Valid,0.0198,Low,0.7299,Core Commercial Product
21732,RED HANGING METAL STAR TLIGHT HLDR,3214.5699999999997,3204.04,925,62,60,-10.530000000000001,3,Commercial Description,Valid,0.0033,Low,0.7155,Core Commercial Product
21333,CLASSIC WHITE FRAME,3262.9000000000005,3203.88,1080,239,233,-59.02000000000001,18,Commercial Description,Valid,0.0181,Low,0.7249,Core Commercial Product
84596F,SMALL MARSHMALLOWS PINK BOWL,3208.97,3202.25,4726,614,601,-6.72,16,Commercial Description,Valid,0.0021,Low,0.7975,Core Commercial Product
79164,BLACK WINE GLASS,3235.61,3199.01,3677,105,102,-36.599999999999994,24,Commercial Description,Valid,0.0113,Low,0.7891,Core Commercial Product
22891,TEA FOR ONE POLKADOT,3353.9399999999996,3196.69,686,270,254,-157.25,37,Commercial Description,Valid,0.0469,Low,0.7003,Core Commercial Product
22194,BLACK DINER WALL CLOCK,3246.1000000000004,3195.1,377,171,168,-51.0,6,Commercial Description,Valid,0.0157,Low,0.6727,Core Commercial Product
22281,EASTER TREE YELLOW BIRDS,3285.8600000000006,3190.6600000000003,511,153,153,-95.2,16,Commercial Description,Valid,0.029,Low,0.6865,Core Commercial Product
23035,DRAWER KNOB CERAMIC IVORY,3199.99,3186.94,2191,195,194,-13.049999999999999,9,Commercial Description,Valid,0.0041,Low,0.7638,Core Commercial Product
23230,WRAP ALPHABET DESIGN,3217.92,3186.42,7976,238,238,-31.5,75,Commercial Description,Valid,0.0098,Low,0.8125,Core Commercial Product
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,3468.1,3184.95,216,146,140,-283.15,21,Commercial Description,Valid,0.0816,Moderate,0.6473,Monitor Return Risk
21519,GIN & TONIC DIET GREETING CARD,3195.3500000000004,3180.23,7458,565,557,-15.120000000000001,36,Commercial Description,Valid,0.0047,Low,0.8105,Core Commercial Product
21705,BAG 500g SWIRLY MARBLES,3210.6600000000003,3169.16,2563,241,231,-41.5,26,Commercial Description,Valid,0.0129,Low,0.7732,Core Commercial Product
23342,MINT DINER WALL CLOCK,3176.41,3167.91,373,164,164,-8.5,1,Commercial Description,Valid,0.0027,Low,0.6711,Core Commercial Product
22816,CARD MOTORBIKE SANTA,3180.75,3160.59,7350,468,438,-20.16,48,Commercial Description,Valid,0.0063,Low,0.8097,Core Commercial Product
21786,RAIN HAT WITH RED SPOTS,3186.87,3157.47,7785,482,454,-29.4,70,Commercial Description,Valid,0.0092,Low,0.8106,Core Commercial Product
22702,BLACK AND WHITE CAT BOWL,3160.5199999999995,3156.5699999999997,1591,99,96,-3.95,2,Commercial Description,Valid,0.0012,Low,0.7451,Core Commercial Product
21628,TRIANGULAR POUFFE VINTAGE,3215.1800000000003,3155.38,166,91,90,-59.8,4,Commercial Description,Valid,0.0186,Low,0.637,Core Commercial Product
21820,GLITTER HEART GARLAND WITH BELLS,3267.75,3155.25,828,197,184,-112.5,30,Commercial Description,Valid,0.0344,Low,0.7076,Core Commercial Product
22700,BLACK AND WHITE DOG BOWL,3181.959999999999,3150.66,1392,106,103,-31.300000000000004,22,Commercial Description,Valid,0.0098,Low,0.7367,Core Commercial Product
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,3165.2299999999996,3148.98,2316,244,233,-16.25,13,Commercial Description,Valid,0.0051,Low,0.7654,Core Commercial Product
82578,KITCHEN METAL SIGN,3154.8900000000003,3147.7400000000002,5635,726,707,-7.15,13,Commercial Description,Valid,0.0023,Low,0.801,Core Commercial Product
85227,SET/6 3D KIT CARDS FOR KIDS,3169.0199999999995,3143.52,3520,474,445,-25.5,30,Commercial Description,Valid,0.008,Low,0.7847,Core Commercial Product
84912B,GREEN ROSE WASHBAG,3141.3999999999996,3141.4,1145,271,261,0.0,0,Commercial Description,Valid,0.0,Low,0.7254,Core Commercial Product
23323,WHITE WICKER STAR,3146.78,3140.48,1469,305,297,-6.300000000000001,3,Commercial Description,Valid,0.002,Low,0.7393,Core Commercial Product
21272,SALLE DE BAIN HOOK,3153.6499999999996,3137.4,2376,362,346,-16.25,13,Commercial Description,Valid,0.0052,Low,0.7666,Core Commercial Product
21473,SWEETHEART CREAM STEEL TABLE RECT,3212.159999999999,3132.36,157,93,93,-79.8,4,Commercial Description,Valid,0.0248,Low,0.6342,Core Commercial Product
